order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,customer_city,customer_state,order_item_id,product_id,seller_id,price,freight_value,seller_city,seller_state,product_category_name_english
417753e7b9376497030b2f497535bf5c,df92bc4e5ce45359089884512d0d4ece,delivered,2018-06-12 00:20:26,2018-06-12 00:40:35,2018-06-12 10:13:00,2018-06-19 21:45:58,2018-07-03 00:00:00,credit_card,3,93.65,serra,ES,1,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,78.0,15.65,sao paulo,SP,watches_gifts
ba1f4cf892df702e9b730cb54d9fb063,0ee95c043bcf195d5315984c992278ce,delivered,2018-06-22 22:36:48,2018-06-23 01:40:09,2018-06-25 14:45:00,2018-06-26 18:24:46,2018-07-05 00:00:00,credit_card,3,112.09,sao paulo,SP,1,81b6c7c058add831803fcbba6dcc1df2,da8622b14eb17ae2831f4ac5b9dab84a,99.9,12.19,piracicaba,SP,bed_bath_table
e17d3302a2923d0185757dfca4243419,dab6b8d21ca0042c271d59be395eea8c,delivered,2018-06-20 21:44:28,2018-06-22 02:58:53,2018-06-25 14:34:00,2018-06-28 19:32:23,2018-07-23 00:00:00,boleto,1,57.31,sao paulo,SP,1,a54f350cdb1f303fe39221171d003852,23613d49c3ac2bd302259e55c06c050c,39.9,17.41,porto ferreira,SP,furniture_decor
c2f738cffa511334a7cd7ff8a8067bdc,b0137ec99bcb19af3cfb85f75374e429,delivered,2018-04-18 00:03:16,2018-04-18 00:15:34,2018-04-19 02:32:36,2018-04-27 17:56:42,2018-05-17 00:00:00,credit_card,6,152.79,joinville,SC,1,288dbc06591742c5d7fe90fbfb08943e,9add47bf45ce8e8c7db6b9cf670b1e09,132.8,19.99,fazenda rio grande,PR,furniture_decor
3744e7b8effd50b00d69f3d094842760,d53e918649c306473b41cedff2f7f043,delivered,2018-06-28 13:20:09,2018-06-28 13:31:33,2018-06-29 11:12:00,2018-07-04 12:27:54,2018-07-27 00:00:00,credit_card,10,157.11,foz do iguacu,PR,1,f3dd572f31692bb5b6ab21d2af0673b1,888faa8bfb0b159c37de6d898b961c31,129.9,27.21,braco do norte,SC,cool_stuff
312bfb221da51864b9fc4b361542ee5b,4ad01985d5063053b72dbd0191762f81,delivered,2018-06-04 19:33:54,2018-06-04 19:53:21,2018-06-06 14:47:00,2018-06-08 22:46:49,2018-06-28 00:00:00,credit_card,2,617.79,poa,SP,1,53d8ee87caa1a2320c66074ff9c99e61,966cb4760537b1404caedd472cc610a5,599.99,17.8,diadema,SP,watches_gifts
f8d4190f8951914e3d79e7b6b7871470,e2e3404315182f704a25f3e4f4c45109,delivered,2018-07-19 19:22:05,2018-07-19 19:35:25,2018-07-23 15:39:00,2018-07-25 18:07:15,2018-07-27 00:00:00,credit_card,1,94.04,sao paulo,SP,1,d8fb151eb350f0956fbd847567d78954,497709c2976a8fa308730a2dec5b0726,38.0,9.02,diadema,SP,stationery
6d1c806cf81ca71cdd31c2079e39190b,83228cdd70a30e7432678e7ad9312946,delivered,2018-05-04 13:08:13,2018-05-05 12:13:15,2018-05-07 13:55:00,2018-05-09 16:42:03,2018-05-23 00:00:00,boleto,1,56.39,indaiatuba,SP,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,49.0,7.39,sao paulo,SP,fashion_bags_accessories
874eef9a84653f570656bdb0f8519151,c59929869ce404450d73c9a018c3d3a8,delivered,2018-06-02 19:04:54,2018-06-02 19:15:17,2018-06-04 14:14:00,2018-06-12 19:36:30,2018-07-12 00:00:00,credit_card,1,76.33,sao paulo,SP,1,3d3c4219b64b1a968490e7bdfa43bf1f,0bae85eb84b9fb3bd773911e89288d54,49.9,26.43,itajai,SP,housewares
00eead1d5a799277ef3d6b387b0bebef,c713fee6f70301b6bf60701902502703,delivered,2018-08-27 18:45:54,2018-08-27 19:04:07,2018-08-28 14:17:00,2018-08-30 21:31:37,2018-09-06 00:00:00,credit_card,5,98.26,andradina,SP,1,2bd9b51a9ab079e095aca987845d3266,81f89e42267213cb94da7ddc301651da,85.0,13.26,presidente prudente,SP,consoles_games
36aa4db4428eadc81e109f8ffbc0b5d4,a2680ee078aeef301cfc25f7585b157a,delivered,2018-06-17 19:09:14,2018-06-17 19:38:21,2018-06-18 12:13:00,2018-06-19 15:47:35,2018-06-29 00:00:00,credit_card,1,194.12,guapo,GO,1,f8b624d4e475bb8d1bddf1b65c6a64f6,b410bdd36d5db7a65dcd42b7ead933b8,179.0,15.12,goiania,GO,housewares
9d8b70a59accfd6e1344d2d23d5b8ceb,b2307f8cc75c461b1187c98a5d91ed2a,delivered,2018-07-21 20:09:58,2018-07-21 20:24:07,2018-07-23 15:46:00,2018-07-30 17:40:41,2018-08-14 00:00:00,credit_card,1,199.4,salvador,BA,1,e178e8610a35f4d6c9b0934fb5e20e85,b18dc380845b24038cfc48006478f099,179.99,19.41,diadema,SP,health_beauty
418b064f8c759c498dff85001d3428f7,5eed10cc8c372ca465dd35f531fd0338,delivered,2018-06-04 09:35:03,2018-06-05 09:32:29,2018-06-05 11:51:00,2018-06-11 20:37:42,2018-07-11 00:00:00,credit_card,1,168.92,sao paulo,SP,1,eb54d6afabdf1f96c248b81dec8f180f,7299e27ed73d2ad986de7f7c77d919fa,149.99,18.93,araguari,MG,consoles_games
4000f82f3395a0f2a5ad6a4e32060a66,d487aa340a91e854f5108e5477f210b9,delivered,2018-04-27 09:40:53,2018-04-27 09:55:17,2018-04-30 11:18:00,2018-05-08 16:17:40,2018-05-22 00:00:00,credit_card,1,83.23,paracatu,MG,1,484619f908431240f47e8c9e96ca00d1,36a968b544695394e4e9d7572688598f,64.9,18.33,santos,SP,computers_accessories
0afd81117f1c67a42890fb705304cb8d,bf190d6af2a721491dd403d53ce2527c,delivered,2018-07-10 17:47:51,2018-07-10 17:55:53,2018-07-11 14:45:00,2018-07-13 19:40:48,2018-07-26 00:00:00,credit_card,1,223.22,sao jose do rio preto,SP,1,ef69da85d3bc28e624e5bc8fd34456c7,53e4c6e0f4312d4d2107a8c9cddf45cd,75.0,36.61,pedreira,SP,garden_tools
0a4581df52d24b72b87ae0feb1b11d08,ac8d05674efe12528f6d96c507aac3bc,delivered,2018-05-11 13:28:31,2018-05-11 13:50:45,2018-05-15 16:11:00,2018-05-21 16:52:07,2018-05-30 00:00:00,credit_card,5,98.04,florianopolis,SC,1,d03bd02af9fff4b98f1c972315e5e9ef,0241d4d5d36f10f80c644447315af0bd,79.9,18.14,curitiba,PR,furniture_decor
d12cad0b8ea6cca0ee8d2d4f4105cee1,2ad6a1964e68226e5707423966a8a1c6,delivered,2018-06-11 11:11:37,2018-06-11 11:40:57,2018-06-12 14:47:00,2018-06-20 22:48:24,2018-07-13 00:00:00,credit_card,2,108.51,canarana,MT,1,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,84.99,23.52,santo andre,SP,health_beauty
373050e6af734517549f69f888763324,e51521843de8135ca5c2aebd76299469,delivered,2018-05-10 22:39:19,2018-05-10 22:57:32,2018-05-14 14:51:00,2018-05-18 14:51:44,2018-05-29 00:00:00,credit_card,3,89.41,vargem grande do sul,SP,1,b8dabeb598db5ace52983a669b90238e,53e4c6e0f4312d4d2107a8c9cddf45cd,72.0,17.41,pedreira,SP,housewares
f8b9e2dd99eccea8ac036c6a02afafa0,49a4a6ad871b869b17d18093427d5fb6,delivered,2018-07-22 23:03:17,2018-07-23 12:31:41,2018-07-26 09:42:00,2018-08-02 18:10:53,2018-08-10 00:00:00,credit_card,5,274.9,salvador,BA,1,35c5886c8fb424305569a555df688541,5bc55dbe2f12b6af6d83ed46023e0dc8,250.0,24.9,coronel fabriciano,MG,toys
34f9adeb19b3048fe136cfc0fd8340a1,a1aeaf6f487aa3a4e8bd67fcd86511c5,delivered,2018-05-10 00:13:22,2018-05-10 00:33:58,2018-05-10 14:28:00,2018-05-11 13:32:35,2018-05-18 00:00:00,credit_card,2,235.92,campinas,SP,2,4f0abfbee7569e43b80f9aaa256a9bf8,c70c1b0d8ca86052f45a432a38b73958,110.32,7.64,hortolandia,SP,health_beauty
33e9e7bf59600996dd1a153ce751753d,f393e364052cebfb6932ae3dc2de64b4,delivered,2018-06-24 16:58:09,2018-06-25 16:55:39,2018-06-27 10:23:00,2018-07-03 19:18:43,2018-07-18 00:00:00,credit_card,1,120.05,aracatuba,SP,1,2f13d1dc8b4e1d9d8027be50339546a9,1025f0e2d44d7041d6cf58b6550e0bfa,105.0,15.05,sao paulo,SP,furniture_decor
bfc2b97037cfb3d63579f4a3f877a912,e1e09210e58d30df8e147c5a53eeaaf0,delivered,2018-04-20 08:09:59,2018-04-20 08:32:37,2018-05-02 15:03:00,2018-05-03 19:36:50,2018-05-04 00:00:00,credit_card,8,1415.66,santos,SP,1,27dd6092aaf2627e39331ad9823b5ebf,c3acdfac4e3e97ff87529454fbc03642,1399.0,16.66,sao paulo,SP,watches_gifts
65d304f392228e0b497f19d67ac76d90,73ee8ac995e6714d70adec2abb1c6459,delivered,2018-05-19 16:47:00,2018-05-19 17:11:31,2018-05-21 14:41:00,2018-06-04 18:18:49,2018-06-06 00:00:00,voucher,1,22.23,sao paulo,SP,1,3c79c623b50ffefacfc19d28091d4ddc,117cfc326c6d50da67ca858ff5c0c852,75.0,18.11,sao joao de meriti,RJ,sports_leisure
ce3c0e0e8ff8199031c7539eaac530e4,9cbdae47393a16c7bb010ecb7e5b282f,delivered,2018-06-21 13:58:47,2018-06-21 14:22:15,2018-06-23 08:53:00,2018-06-26 19:28:36,2018-07-18 00:00:00,credit_card,3,67.44,belo horizonte,MG,1,c50ca07e9e4db9ea5011f06802c0aea0,9b013e03b2ab786505a1d3b5c0756754,15.49,18.23,vicente de carvalho,SP,health_beauty
6d7335413b5b9b123f6d4f6be3aaa69e,89d28a697e06293780823541368c0025,delivered,2018-08-10 16:24:47,2018-08-10 16:35:08,2018-08-13 15:47:00,2018-08-22 14:25:46,2018-09-17 00:00:00,debit_card,1,420.29,pindoba,AL,1,c8e167a128928bf9c4e5ab674e78d2c2,63191ead8d3b2f937cd1996fdcbbad20,367.0,53.29,jundiai,SP,musical_instruments
9f3247c16b13602a3113cf538e9b0d2c,65c63c2b1782cb7ad6d56e8d5e3192ad,delivered,2018-06-27 08:31:42,2018-06-29 03:07:52,2018-06-29 08:56:00,2018-07-10 19:16:40,2018-07-26 00:00:00,boleto,1,81.34,paulo afonso,BA,1,b75a056d7d03227c3a3b60e9ccf518c9,3f995f07c49d0d55a99d5c54957f7d81,59.0,22.34,itapecerica da serra,SP,auto
48e70325bb404002e8ab78b3cf46a5fb,95556cea2fc7ddfac08863e6294f60f6,delivered,2018-05-05 08:28:10,2018-05-05 08:53:46,2018-05-07 14:50:00,2018-05-09 15:52:39,2018-05-23 00:00:00,credit_card,3,427.02,sertanopolis,PR,1,a6f2ba5bb6d6d36ac92ed1faf4d123f2,b90e891671cffd9557f33a97dc523645,199.0,14.51,sao jose dos pinhais,PR,health_beauty
