order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,customer_city,customer_state,order_item_id,product_id,seller_id,price,freight_value,seller_city,seller_state,product_category_name_english
4e3439f5dfa664c3a1dd0154a524f7cb,d419776edf19bf4f7f2498b72d0c40fc,delivered,2018-04-18 12:57:23,2018-04-18 13:10:41,2018-04-19 22:18:30,2018-05-04 12:40:54,2018-05-21 00:00:00,voucher,1,47.23,rosario do ivai,PR,1,380b4664ba5bb18cc9db78ee6bac3558,6560211a19b47992c3666cc44a7e94c0,29.0,18.23,sao paulo,SP,watches_gifts
d2ddc09916a8bcc31353edfe699da8e8,32582badf7289d3987a2899e0825a870,delivered,2018-05-27 10:59:39,2018-05-28 10:55:20,2018-06-04 07:08:00,2018-06-08 20:16:48,2018-06-29 00:00:00,credit_card,5,77.34,betim,MG,1,1e78f6e43c85b0bc80a2ccb4b78006ba,5d0363b33554b373851fc1622e4d5f3c,50.9,26.44,atibaia,SP,auto
c04fd03cc8075ac11e4d723ff4ec20a5,7c2776ccee2154a2870754a5fff10a57,delivered,2018-05-15 11:42:08,2018-05-16 03:55:07,2018-05-17 14:26:00,2018-05-18 15:47:49,2018-05-25 00:00:00,boleto,1,84.86,sao jose dos campos,SP,1,11121012a254e9ef9972155d93f9def1,8c0de775f52fe41590b376a3b7c50f68,71.9,12.96,sumare,SP,sports_leisure
d5b01c154bfa35f8f18cf115336714f4,eda6b1598114de1c2eb5afb5a6d21018,delivered,2018-06-19 13:20:51,2018-06-19 13:57:23,2018-06-20 15:44:00,2018-06-25 10:58:34,2018-07-18 00:00:00,credit_card,1,151.05,sao paulo,SP,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,135.0,16.05,porto alegre,RS,computers_accessories
6633cc9b9695c1fd9c51bd5afca04286,034dc20625271d7092e8228d1a80cac4,delivered,2018-07-24 22:33:06,2018-07-24 22:45:07,2018-07-25 12:44:00,2018-08-01 16:08:44,2018-08-09 00:00:00,credit_card,2,35.23,sao paulo,SP,1,54f777c90b177faa65e9901c297d5204,4e06067cc08b3f41d837768d392c3ee3,19.99,15.24,betim,MG,perfumery
1f68fb8b75dab6bde29558a8f1c8fe34,e761fa60706c9383584a879dadec7d64,delivered,2018-08-12 09:43:40,2018-08-14 04:44:20,2018-08-14 10:11:00,2018-08-24 20:48:30,2018-09-26 00:00:00,boleto,1,94.76,camaragibe,PE,1,703d742887bb9267f89b675608ba7aa0,640e21a7d01df7614a3b4923e990d40c,56.1,38.66,ibitinga,SP,bed_bath_table
78ab727370e07aaf73b362897c8c6e3d,e8fff6456a357707eba84dae9ef01dd5,delivered,2018-05-16 14:15:12,2018-05-16 15:19:21,2018-05-17 14:36:00,2018-05-23 18:31:41,2018-06-04 00:00:00,credit_card,3,157.75,aparecida de goiania,GO,1,695c34c5771cca25ecdc04d24a9b49f6,1025f0e2d44d7041d6cf58b6550e0bfa,139.2,18.55,sao paulo,SP,furniture_decor
a2aa0f43175b887d8c74e0c15811e9c5,4c95c6380e5b2adc0138b618e6e53bc4,delivered,2018-04-26 17:11:38,2018-04-26 18:02:11,2018-04-27 12:32:00,2018-05-03 21:04:09,2018-06-04 00:00:00,credit_card,8,486.45,rio de janeiro,RJ,3,20531b0644a0719b8d506c4db3c56609,ce7d1888639e6fb06b2749cbfdac1ff7,138.0,24.15,baependi,MG,housewares
f89e956a35c0e20d28eec0b54ed8a86c,de76c053dbad90bafd8a716bda05ae07,delivered,2018-05-04 15:21:06,2018-05-04 15:35:12,2018-05-23 14:20:00,2018-06-18 12:19:28,2018-06-06 00:00:00,credit_card,2,269.85,carpina,PE,1,143f3709e0b16bb2f1f5737e74ec15bc,c4d51195486dc781531876a7d00453d8,231.54,38.31,presidente prudente,SP,telephony
2a9e0eee7fd2324567845d0e4fb70efe,57a28102ea9d979187ea6179f2014a14,delivered,2018-05-08 23:19:40,2018-05-10 03:36:42,2018-05-11 12:46:00,2018-05-14 20:38:43,2018-05-18 00:00:00,boleto,1,87.43,mogi das cruzes,SP,1,962a6951154f98f2c8e9a5b8b2bcf4a9,1025f0e2d44d7041d6cf58b6550e0bfa,75.0,12.43,sao paulo,SP,furniture_decor
