order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,customer_city,customer_state,order_item_id,product_id,seller_id,price,freight_value,seller_city,seller_state,product_category_name_english
df13cbaf3230c62a4b582317936e8a39,932289aae7b7195bc53d4c640ea071f4,delivered,2018-07-08 11:25:34,2018-07-08 11:45:37,2018-07-10 14:57:00,2018-07-13 22:04:38,2018-07-27 00:00:00,credit_card,10,297.02,presidente venceslau,SP,5,279d5c3589fceee2a1c236fbe5287975,0725b8c0f3f906e58f70cbe76b7c748c,6.12,11.13,guarulhos,SP,sports_leisure
9ddb3509f5be4a428dd17530849d4d25,64e37599865347bc3329d0d79faa8c4d,delivered,2018-08-13 21:56:21,2018-08-14 04:24:19,2018-08-14 11:23:00,2018-08-16 21:31:57,2018-08-22 00:00:00,boleto,1,61.37,limeira,SP,1,6c8b2975a4a05d1f36948b20753b29ca,955fee9216a65b617aa5c0531780ce60,50.0,11.37,sao paulo,SP,garden_tools
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15 00:00:00,credit_card,3,346.09,juiz de fora,MG,2,db56f6d2b04c89eae4daba188842fd7b,2a84855fd20af891be03bc5924d2b453,199.0,3.12,belo horizonte,MG,luggage_accessories
9546aa638d07ac340a91c59b0b2dee96,8d0a81505e8e6b660cdb18c8b4c6c2a4,delivered,2018-08-10 16:05:40,2018-08-10 16:15:17,2018-08-10 15:18:00,2018-08-15 19:04:02,2018-08-27 00:00:00,credit_card,4,206.51,belo horizonte,MG,1,4732ecf5e4abee8f7ff4d1b8df0f7af5,a11a0e0ca67423425691db355cff69b0,189.0,17.51,indaiatuba,SP,auto
d70442bc5e3cb7438da497cc6a210f80,10a79ef2783cae3d8d678e85fde235ac,delivered,2018-08-29 10:22:35,2018-08-29 10:35:16,2018-08-29 19:57:00,2018-08-30 16:03:19,2018-09-04 00:00:00,credit_card,1,14.29,sao paulo,SP,1,9a8706b8c060b16e5f0d2925f20bc35b,0be8ff43f22e456b4e0371b2245e4d01,6.9,7.39,sao paulo,SP,sports_leisure
1539046dbe3e4a2ea41e0fc3e7e50cc5,edb19eef9b4f25d30662d8964f0c830b,delivered,2018-08-12 12:12:27,2018-08-12 12:25:15,2018-08-16 13:28:00,2018-08-23 00:58:41,2018-08-24 00:00:00,credit_card,3,114.89,americana,SP,1,ad67f74682943e3857eebf3ca2538d1a,391fc6631aebcf3004804e51b40bcf1e,99.88,15.01,ibitinga,SP,bed_bath_table
bb8d02c6bd5c148f41176b66ee1ae726,2ab6da3352a583231f68a16897fff0c6,delivered,2018-08-02 12:07:08,2018-08-02 13:05:24,2018-08-09 14:39:00,2018-08-24 22:42:04,2018-08-24 00:00:00,credit_card,6,636.18,maracaju,MS,1,ac9416f3547c7cd86408fb5e3bca2d3e,240b9776d844d37535668549a396af32,499.99,136.19,niteroi,RJ,home_appliances_2
a2d65cbc20a4d7cbdbda0bc41b1e228c,37a237d3dc5df18a2de090ec35626a35,delivered,2018-08-08 10:32:05,2018-08-08 10:45:46,2018-08-08 15:37:00,2018-08-13 15:14:50,2018-08-28 00:00:00,credit_card,8,276.78,taubate,SP,2,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,49.9,21.76,sao jose do rio preto,SP,garden_tools
0a4581df52d24b72b87ae0feb1b11d08,ac8d05674efe12528f6d96c507aac3bc,delivered,2018-05-11 13:28:31,2018-05-11 13:50:45,2018-05-15 16:11:00,2018-05-21 16:52:07,2018-05-30 00:00:00,credit_card,5,98.04,florianopolis,SC,1,d03bd02af9fff4b98f1c972315e5e9ef,0241d4d5d36f10f80c644447315af0bd,79.9,18.14,curitiba,PR,furniture_decor
1c020c2a20a524371e81f9ef21eca0b6,21e44f906e88b44ed1ada6b8d03bdc8e,delivered,2018-06-14 09:28:49,2018-06-14 09:57:01,2018-06-15 14:08:00,2018-06-19 00:06:02,2018-06-29 00:00:00,credit_card,3,51.66,sao caetano do sul,SP,1,39e97f6d709c48e6b1cba11db9f0f545,fcb5ace8bcc92f75707dc0f01a27d269,43.2,8.46,guarulhos,SP,consoles_games
