order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,customer_city,customer_state,order_item_id,product_id,seller_id,price,freight_value,seller_city,seller_state,product_category_name_english
5cafde3fdf1a583c0a5d7fdc7b526ad1,10baab001a56d35c30388ba757de99ac,delivered,2018-07-04 06:46:28,2018-07-05 16:09:37,2018-07-05 19:07:00,2018-07-11 18:39:29,2018-07-18 00:00:00,boleto,1,58.7,campinas,SP,1,5292d2a10d727811b78d5b7dfb6c96b3,8a130737016f838139d31878787a39c9,49.6,9.1,sao paulo,SP,construction_tools_construction
8bfa83be33530ae82398716e67a2943f,6452d9268964d65bab708657e21be42a,delivered,2018-04-20 15:41:54,2018-04-24 18:44:54,2018-04-23 18:00:19,2018-05-08 13:08:24,2018-05-21 00:00:00,credit_card,4,148.16,fortaleza,CE,1,91442659f31ec0f0fc73215e77854fac,6560211a19b47992c3666cc44a7e94c0,55.0,19.08,sao paulo,SP,watches_gifts
db6dae09bac5138ab59b6d6c0a1c5284,7ed5a166e71db107f477366bf55dfef7,delivered,2018-07-25 12:50:49,2018-07-27 02:24:45,2018-07-28 07:29:00,2018-07-30 14:28:39,2018-08-03 00:00:00,boleto,1,57.55,florianopolis,SC,1,9af7b4a3262141c12ba9bd489a8573c7,aafe36600ce604f205b86b5084d3d767,47.9,9.65,sao jose,SC,market_place
0a4c05d2e1ae812a342af2f5c9a34b36,3191981f84b69ebcca47bce1954371fc,delivered,2018-07-31 13:55:19,2018-08-02 05:15:25,2018-08-02 14:47:00,2018-08-03 13:48:35,2018-08-10 00:00:00,boleto,1,171.09,carapicuiba,SP,1,69523f67543ff9ea6b1a15858fb59b3b,6560211a19b47992c3666cc44a7e94c0,58.0,2.17,sao paulo,SP,watches_gifts
2543c6a3c6b09c5f720768e3d6f464d8,6dd9ebe0e071f399326ed3c8ff74316a,delivered,2018-06-24 02:29:34,2018-06-24 02:57:20,2018-06-25 14:13:00,2018-07-03 17:51:30,2018-07-30 00:00:00,credit_card,1,47.0,nova iguacu,RJ,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,24.9,22.1,maringa,PR,electronics
fdd770b5f85e6ce0b1b549e331d424f5,cee874c9e449571c0663ade1be67d070,delivered,2018-06-20 22:53:23,2018-06-21 01:17:21,2018-06-22 13:57:00,2018-07-03 22:08:11,2018-07-20 00:00:00,credit_card,5,249.31,recife,PE,1,2ff17002562478fb03cd44f09e7ca51a,fa1c13f2614d7b5c4749cbc52fecda94,228.8,20.51,sumare,SP,watches_gifts
a62e5e820da4b79811ca945d941fff8b,3a53fe43a64c4cb6a29c66e54185182e,delivered,2018-05-02 21:13:29,2018-05-04 03:31:48,2018-05-04 14:36:00,2018-05-05 19:03:53,2018-05-16 00:00:00,boleto,1,277.75,maua,SP,1,d285360f29ac7fd97640bf0baef03de0,d650b663c3b5f6fb392b6326366efa9a,269.0,8.75,cotia,SP,watches_gifts
853fdd4f5504e5f2c286e302f0047f4f,ad8253ef7c6f22fc841eb44387c73450,delivered,2018-04-30 19:44:19,2018-05-01 02:38:04,2018-05-04 14:59:00,2018-06-05 22:11:53,2018-05-29 00:00:00,credit_card,3,819.31,conde,BA,1,fb01a5fc09b9b9563c2ee41a22f07d54,522620dcb18a6b31cd7bdf73665113a9,779.0,40.31,cascavel,PR,consoles_games
3a46c264be2fad6d10c5a7362d8cc2ff,d2444de8891a512538c0a0f8487382a8,delivered,2018-04-17 11:58:28,2018-04-17 12:30:20,2018-04-19 19:41:56,2018-04-30 22:33:17,2018-05-23 00:00:00,credit_card,3,188.69,belo horizonte,MG,3,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,53.9,9.0,sao jose do rio preto,SP,garden_tools
00b6e66f005a657a6b13eedcacdf9342,3f0ce4e8579d852bd56ab8bbe66f1870,delivered,2018-08-11 10:47:05,2018-08-11 11:04:38,2018-08-15 13:54:00,2018-08-21 14:46:31,2018-08-31 00:00:00,credit_card,8,477.32,macae,RJ,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,199.0,39.66,lauro de freitas,BA,telephony
8993af9c591e49725d6658a86ab3314c,9f38ad900ef8cbe439bd2b18ac419203,delivered,2018-07-04 21:54:37,2018-07-05 21:51:39,2018-07-10 07:17:00,2018-07-12 20:56:27,2018-07-26 00:00:00,credit_card,2,168.08,sao paulo,SP,1,7650dd3b2dc10798a8cbccc78d9e6e3b,9e6229250fedbe05838fef417b74e7fb,149.9,18.18,mirandopolis,SP,baby
80d96347e69c438801f589825dbf0d66,d5f77f66464195a28fc023c711b6cfd1,delivered,2018-06-25 18:48:38,2018-06-25 19:13:28,2018-06-27 08:01:00,2018-07-03 17:16:50,2018-08-02 00:00:00,credit_card,4,295.4,uberaba,MG,2,4298b7e67dc399c200662b569563a2b2,88460e8ebdecbfecb5f9601833981930,124.9,22.8,maringa,PR,computers_accessories
110a462b79593be68884297cc9a31b3f,ab364b9574cac248d89087867bc3bc4b,delivered,2018-08-10 18:49:26,2018-08-10 19:05:15,2018-08-13 16:03:00,2018-08-20 19:50:54,2018-08-23 00:00:00,credit_card,10,122.49,araras,SP,1,f72379337062680ca5a2b7b0275913d8,f205b1a3ca9a34e0f8a228bae6e4c7b3,99.0,23.49,cachoeirinha,RS,furniture_decor
d3793144c8e35d71e963045c73b7b7ec,1471f2464edb13ceccc7b52cb1a9def4,delivered,2018-08-02 12:04:44,2018-08-02 12:50:15,2018-08-06 13:09:00,2018-08-10 17:21:16,2018-08-14 00:00:00,credit_card,1,63.31,curitiba,PR,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,44.9,18.41,piracicaba,SP,bed_bath_table
538cce8b584cc6b13e623e781c51b181,92bed6da42dd27bb0dc2fe3a7ab8a18a,delivered,2018-05-25 08:22:11,2018-05-25 08:36:54,2018-05-30 13:34:00,2018-06-06 19:36:42,2018-08-16 00:00:00,voucher,1,141.13,rio de janeiro,RJ,1,9a5c3baf8fc729c7332a1523d0f4cbd1,b92e3c8f9738272ff7c59e111e108d7c,119.9,21.23,uba,MG,furniture_decor
