order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,customer_city,customer_state,order_item_id,product_id,seller_id,price,freight_value,seller_city,seller_state,product_category_name_english
66c1172ab0ddb605d4012ce1d4339ffb,beeca1dc645ce7cd996e0db5978cab77,delivered,2018-07-21 11:05:03,2018-07-21 11:24:00,2018-07-23 10:43:00,2018-07-30 22:18:47,2018-08-13 00:00:00,credit_card,7,193.84,santo andre,SP,1,fad3ac91e2ae2e3e0e3f0bed36a565b8,c33847515fa6305ce6feb1e818569f13,149.0,44.84,brusque,SC,bed_bath_table
0f581e286111b6b5e757cecec3815151,1512c5040886006dd88e50b3300e38fa,delivered,2018-07-02 19:07:01,2018-07-02 19:15:12,2018-07-03 11:59:00,2018-07-10 17:17:35,2018-08-03 00:00:00,credit_card,3,172.97,londrina,PR,1,eb54d6afabdf1f96c248b81dec8f180f,7299e27ed73d2ad986de7f7c77d919fa,149.99,22.98,araguari,MG,consoles_games
4b8551fdf4362d88d520a66e6132b2ba,4433016c1227b1af56659370b5bb61d1,delivered,2018-07-26 20:20:14,2018-07-26 20:30:13,2018-07-27 11:51:00,2018-07-31 17:31:14,2018-08-16 00:00:00,credit_card,1,77.2,niteroi,RJ,1,3d3c4219b64b1a968490e7bdfa43bf1f,0bae85eb84b9fb3bd773911e89288d54,49.9,27.3,itajai,SP,housewares
c26f9883d70cd30a8ed31f950604f053,a3c921454d55b0fa07f6231d862a13df,delivered,2018-07-09 12:02:27,2018-07-09 12:15:14,2018-07-10 07:00:00,2018-07-13 19:51:31,2018-08-01 00:00:00,voucher,1,25.0,japeri,RJ,1,03ed331c2c9bb4cd5c3d986928bc8d9c,dee656f0f566ed1aa85bd137c943f08f,34.99,19.44,cruzeiro,SP,auto
88378ffe8de3a4e0d7ef03e71010d618,c1376f3aeb94f912ba838eea99b8667a,delivered,2018-07-10 16:53:01,2018-07-10 17:05:40,2018-07-12 12:15:00,2018-07-20 19:06:45,2018-07-30 00:00:00,credit_card,8,137.93,sao jose dos campos,SP,1,53b36df67ebb7c41585e8d54d6772e08,58f1a6197ed863543e0136bdedb3fce2,119.0,18.93,conselheiro lafaiete,MG,watches_gifts
c5c3f8505307266d936b0127ad17be75,9431058c0d24bf917751473cca9b9054,delivered,2018-05-24 08:57:14,2018-05-24 09:13:07,2018-05-25 14:05:00,2018-05-28 12:47:33,2018-06-11 00:00:00,credit_card,3,101.34,sao paulo,SP,3,717c660fd7ed52fdaa650d509dda7912,6a8a889bde935bafa76d7848782dfaf9,25.49,8.29,sao paulo,SP,small_appliances
2dd1b3fcb05d15852bfc51a0a8405381,1b730e245b9e48cc3938dd8aa2dfebc4,delivered,2018-08-10 19:29:10,2018-08-10 19:44:31,2018-08-13 13:17:00,2018-08-18 14:17:33,2018-08-30 00:00:00,credit_card,4,77.0,sao paulo,SP,2,3609dcfca328f686e30517807ce959a9,516e7738bd8f735ac19a010ee5450d8d,59.9,16.61,rio de janeiro,RJ,health_beauty
c7f9c9ed8383be0c7514a7672ffdfdbe,9fe71cf3d38ed8a2df5d20cef8dccd9e,delivered,2018-08-16 15:54:42,2018-08-16 16:10:25,2018-08-17 13:10:00,2018-08-23 22:18:22,2018-08-31 00:00:00,credit_card,6,68.35,porto alegre,RS,1,1e2841e311d4b0bb5cd837dca5ada1c7,4c4d546adf3c3868fe19c9ec6e9ffda9,49.9,18.45,maringa,PR,pet_shop
228df0c2e8c23cc26e2a14eeb701fba7,39367b00f36991646d44d945443a980f,delivered,2018-08-20 08:17:29,2018-08-20 14:15:32,2018-08-21 14:24:00,2018-08-27 15:27:42,2018-08-27 00:00:00,credit_card,1,42.77,sao paulo,SP,1,617b2c9690ee4be07358dea49773c281,9d489893ff6af05029671b785f54b998,29.9,12.87,leme,SP,construction_tools_lights
c6945bf7e920d9832c4e4402e57baabf,712b52e705d92710be1e8fd8f1400c86,delivered,2018-05-01 16:32:48,2018-05-01 16:55:32,2018-05-02 13:19:00,2018-05-08 19:48:48,2018-05-25 00:00:00,credit_card,3,99.7,londrina,PR,1,707bca6b5d739372cad12a1694ca7d0b,ececbfcff9804a2d6b40f589df8eef2b,81.25,18.45,franca,SP,watches_gifts
c5c8bc5afd5caf252e62d89148e0d342,59d897d033a38b312a0384b74e0b3fb9,delivered,2018-06-17 23:15:32,2018-06-17 23:39:02,2018-06-25 14:44:00,2018-06-28 17:38:55,2018-07-13 00:00:00,credit_card,2,117.3,taquaritinga,SP,1,021c41b063949bf529b79289c58e0a8b,e067ad2c1c0b48758eb1b5228bcf7a68,103.0,14.3,santos,SP,pet_shop
21b9bb429b09c08b2ae81e3ed20e8d2f,e8fe0f56504f85ac492a818a3e659de2,delivered,2018-08-27 15:18:45,2018-08-27 16:00:07,2018-08-28 14:06:00,2018-08-29 21:57:01,2018-08-30 00:00:00,credit_card,6,138.97,sao paulo,SP,1,e0bf01f7bf9a2581d5b670edf6252aaa,9dc79dd988ac42f4d56c340d7048420a,129.9,9.07,sao paulo,SP,health_beauty
f4729db51fa0b1eb9738b7bcbb3379d8,40774a54de330e5e8dbc37c03f64b625,delivered,2018-05-06 11:47:35,2018-05-06 12:13:09,2018-05-08 08:53:00,2018-06-08 20:48:37,2018-06-14 00:00:00,credit_card,1,47.75,manaus,AM,1,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,24.9,22.85,sao paulo,SP,health_beauty
