0,1,2
-0.751355359525899,-1.157623455971666,-0.12907154207300725
-0.7469105589029157,-1.307889351492173,-0.09327333526543281
-0.7204604256849236,-1.207144359632783,-0.09856764112585005
-0.71549159904623,-1.3131941066888562,-0.0652704087162079
-0.7122069525415461,-1.3888129050112226,0.0005820970943461548
-0.6850906506657695,-1.4614521047252065,0.06174221450814143
-0.6812190208540305,-1.0612381991664732,-0.11497317221784022
-0.6811764074779404,-0.9029319658802026,-0.17624062354783834
-0.6780355281713236,-1.5394342379301251,0.03495584942814996
-0.6746723009457105,-1.4361142111158627,0.029999771465749857
-0.6739944227378578,-0.9563787012301156,-0.1385182482927878
-0.6739889137547931,-0.9487614265075467,-0.12793385323626896
-0.6734993564715722,-1.2330615431884844,-0.029978556919766884
-0.6681101405196868,-0.14964519693690934,-0.4779965980899691
-0.6663596510513252,-1.6809388672570191,0.1391693865180089
-0.66301089748893,-1.2689963249782796,0.005620111238694629
-0.6595622291317023,-0.8720839593646084,-0.16493983746623517
-0.6590583481516855,-1.0253830386833214,-0.10808155315932995
-0.6575939823631614,-1.3323112324414486,0.007775103333628244
-0.6559748485395167,-1.6799474306456514,0.14494748558245774
-0.6552487491325205,-0.15383983260473688,-0.4337544633356015
-0.6551090454843449,-0.905652467034247,-0.14680914075189033
-0.6541745670946677,-1.2885647315854136,0.022247026009562815
-0.6506300974428442,-0.8054333756138919,-0.18226147129890338
-0.6499234817072181,-1.2603844250946248,-0.018575470271756787
-0.6453610385667597,-0.8014668220651409,-0.18145571661675805
-0.6431620589702904,-0.829431182991815,-0.13659360880386792
-0.6431369638042597,-1.302446530313358,0.002266062761042516
-0.6421944493796359,-0.4890664214899032,-0.28264453604631584
-0.6418787909586999,-1.1307249442288136,-0.04648725504400931
-0.6381098756428484,0.12870544929233638,-0.522530039188616
-0.6380466984971481,-1.4014264504850371,0.061942956773318916
-0.6334703413860413,-0.6738881960505527,-0.20989932651692453
-0.6333719622120448,-1.2537628745777785,0.009980746613070189
-0.6314526681522538,-0.1608021428214846,-0.3843190205111129
-0.6303882374523937,-1.5043958178716634,0.10809701817496192
-0.629633370042055,-1.2449143626502337,0.002319379048300787
-0.6293806118475246,-0.6589002526828456,-0.2504645603274329
-0.6290746312394299,-1.102436059417506,-0.051585848880267154
-0.6289385256186228,-1.3716015813584261,0.06608026358770798
-0.6288291034516887,-1.0589852711621512,-0.045907739425287516
-0.6287455941990814,-1.2790469095640398,0.03161485467065167
-0.6284054163481355,-1.1533506048233542,-0.009605233593926352
-0.6275272807690719,-1.2348262166923676,0.022567849849725985
-0.6270961692195975,-0.2204062868145901,-0.3681205622689826
-0.6270487920963604,-1.5921306638017436,0.12242100850528577
-0.6261885007531807,-1.4402362536272506,0.09118590852102297
-0.6248676668820382,-1.4851232426361736,0.09836268572810206
-0.6228982658247414,-1.087732766740137,-0.036654867477763406
-0.621320680498232,-1.454105156225401,0.12743608325025202
-0.62109044700937,-1.6642856237316472,0.1780298832183635
-0.6210430962503615,-1.3666943299934922,0.050078739762915096
-0.6187457841821289,-1.1850656777897384,-0.03850334048265367
-0.6182189873720908,-1.4578802446309882,0.09861852670522495
-0.6151105660446133,-0.7783821036913997,-0.16215771543876428
-0.615015027722324,-1.057463694293372,-0.06011612282295936
-0.6146500214019178,-0.899528409615651,-0.11163436720223091
-0.6134968763847182,-0.1933673276785214,-0.35942023381979027
-0.6118599183798571,-0.7026877646761863,-0.16420827088954013
-0.6114182953170044,-1.0898835588411055,-0.020986252483585474
-0.6108211578175753,-0.5567929323494979,-0.22763164969727204
-0.6108164974363751,-0.9676492067818665,-0.061741936009793254
-0.610735971573822,-0.7776094612033768,-0.13128122580299345
-0.6097006899845941,-0.9417582279014794,-0.0823785360305814
-0.6090098545472017,-0.8569792193387573,-0.10556640759170854
-0.6089250719217354,-0.3055671758070399,-0.31194908461420034
-0.6086424073752029,-1.5255404951146687,0.1498312917090529
-0.6078064527667211,-0.7820787632073098,-0.1406367519616051
-0.6065193493951704,-0.6048542064093103,-0.20112899149910435
-0.6062457456863516,-1.5390079112435833,0.1445274570146671
-0.6039542435464419,-1.55164426191631,0.12980748312476162
-0.6033662404795768,-1.01556604162405,-0.04602012072160612
-0.6023206082862712,-1.4709867945379484,0.13372409182882286
-0.6020503331573646,-1.1737850059179633,0.02667017905911452
-0.6018055491556622,-0.9767325147351034,-0.10346609898320769
-0.6016504747490689,-0.3720621601064571,-0.2858755328909773
-0.601591917063548,-0.22209140910680947,-0.3874495030465573
-0.6009593779896316,-1.105501774155796,0.004101837906578699
-0.5998443587985582,0.17685084014994948,-0.5074940983296964
-0.5997708977752383,-1.1749302948990052,0.03158115845472942
-0.5984806548685683,-1.428742408489049,0.1316564404333148
-0.5982606004055172,-1.2129805476753852,0.05215989053721477
-0.5980808839231914,-1.1620486915291481,-0.021939007737188588
-0.5973803447505357,-1.408881406331828,0.12390093413899168
-0.5958800415621784,-1.1808828155917142,0.038839090137959706
-0.595336702704012,-1.1524143555311073,-0.009954033500656432
-0.5949345393767599,-1.4112695287212251,0.1163270332987239
-0.5949277384527069,-1.2207297608361622,0.03784679643767539
-0.5943950537479274,-1.0270464247915077,-0.02386475979626564
-0.593765545144508,-1.2555928194456356,0.06913414992150713
-0.5935878520869244,-1.1596557152749494,0.0024439820368969056
-0.5932981160999944,-0.18723562795408313,-0.36827003525143054
-0.5927122666207817,-0.8284674233696957,-0.09866535569723782
-0.591561818834753,0.06672592973107694,-0.4872552421584082
-0.5912441854037414,-1.3406789162603456,0.07332479803688262
-0.5911956308427994,-0.759371757013161,-0.12889306114300397
-0.5911559923026837,-1.046679165224981,-0.03592039918355044
-0.5910272474100985,-1.5774412275028928,0.1907385019077428
-0.5898463022169004,-1.324269540167887,0.09960472670560004
-0.5892560880347212,-0.3063629096769113,-0.2857830717552172
-0.588388783378685,-0.07117983352793913,-0.37712414952798834
-0.5862969011454451,-1.664115164587902,0.17887518316105072
-0.5860973944903388,0.1763178089207498,-0.4812627477258451
-0.5834055953439892,-1.5600453517767967,0.17456993980853244
-0.5827657908480174,-0.5008753160232624,-0.20906108778784627
-0.5824839418395883,-0.19351600337136346,-0.35498479015202067
-0.5821333902101709,-0.9780637409084966,-0.013960988629037606
-0.5818852910128274,-1.1520631355212156,0.009822819523233509
-0.5814301063545082,-0.7989578048308262,-0.1049001242596291
-0.5813781994760412,0.5358499877342536,-0.6650105952589279
-0.5807557852096518,-0.32816533687623667,-0.3033028841099951
-0.5792018013672451,-1.1989682873825818,0.0631359148222397
-0.579128011574971,-0.2642008246236966,-0.2946565260013239
-0.5791182311106315,-1.0218972474632129,-0.025621284415406762
-0.5789207017184581,-1.664119228022672,0.21069450170270587
-0.5774853450218583,-1.508621757182691,0.15725615188798733
-0.5771908828495677,-0.7432334865266779,-0.12411067792447908
-0.5739192443535003,-1.0217048078344357,-0.0327060743130921
-0.5734910802631686,-1.572949484345945,0.19035703199303178
-0.5732874019457382,-1.2682785992741652,0.09315898815763933
-0.5727861434340903,-1.2223667386355213,0.05451477880571031
-0.5716073102778164,-0.19827247053277666,-0.3504301363298315
-0.5687213029095097,-0.1559528621674124,-0.3323645736987149
-0.567957309640888,-0.538388497193387,-0.2012560573629263
-0.567662588092351,-1.507935067360283,0.18948845168419623
-0.5672901881693774,-0.6838431753314783,-0.1249335787112917
-0.5660003493528774,-0.9199629518577505,-0.07348226577198512
-0.5638745674817938,-1.4712964628711882,0.15403877840901414
-0.5637377834197678,0.3116911503252128,-0.5098945987342016
-0.5636392314293981,-1.1587719435911243,0.04044230036379376
-0.5593279907924927,-0.46142643406992007,-0.20261419749726178
-0.5584286951554222,-1.122486413953813,0.008697763427945293
-0.5583639810000722,-0.12945273455738313,-0.3502573238927393
-0.5569516903396652,0.5362278647855983,-0.6027503200870982
-0.5569314433821572,0.10293105082690496,-0.4144257391815411
-0.5566680689544214,-0.8302896553187122,-0.0764791364216632
-0.5566205156560232,-1.3260613409391733,0.12413086805210789
-0.5561171598185587,-0.0029567456343489984,-0.3811751953534867
-0.5537056833204019,1.0774225376478967,-0.7998291463935375
-0.5531957613732643,-0.3143592924057421,-0.2730728070135372
-0.5528119077250684,-0.7588204086074793,-0.09285358764315849
-0.5521296750057713,-0.7311591034487659,-0.10015398786916604
-0.5520226593988931,0.06268584170359705,-0.41315968237694706
-0.5501028574276737,-1.0072199687295995,-0.022842030118898023
-0.5485640975374481,-1.2068409967252745,0.08592178552396577
-0.5479299353072025,-0.44128399989224243,-0.2603819206766269
-0.547345156731202,-0.26029566110809516,-0.27515596928818864
-0.5471305711145152,-0.6009311933033289,-0.16718171570000764
-0.5467775612801825,-1.1242871788363835,0.06443523564985557
-0.5466272707937738,-0.3254166559471645,-0.23664532931348992
-0.5455051832225912,0.0018783933493257863,-0.3668557738199503
-0.5451722628502136,0.6461762520574192,-0.6227621112911502
-0.5451555018075908,0.25821897241755104,-0.4566188888693092
-0.544651403736341,-0.7975055891897961,-0.08299416302641081
-0.5440537923889038,-0.03160817123647494,-0.32201119188407085
-0.543779570760117,-0.363514167086529,-0.2512295224734846
-0.5437489819352073,-0.8284626661192845,-0.054945379992813424
-0.5426159558154606,1.0777621775647164,-0.7752598651120016
-0.5424205244331404,-0.3017672337191733,-0.26726172421568
-0.5423533241783102,-0.6466722299270198,-0.14615005514578586
-0.5412610785109809,-1.0758694349220785,0.02917714152189511
-0.5412381876159377,0.49772458669092284,-0.5455171366647785
-0.5411739605554471,0.9181278947379309,-0.7238477655017396
-0.5400499759015098,0.2705680585774819,-0.47703674566471327
-0.5399376911626681,-1.096812924448782,0.04516554206939091
-0.5399017708290108,-0.3344059265681782,-0.2355754470397472
-0.5393870145644885,-0.3196882345885183,-0.27786049368318394
-0.5391278850341447,0.6911007307407565,-0.6396883182640927
-0.5391035560239706,-0.6316947445650845,-0.13004775544980743
-0.539101537668215,-1.1086963680107298,0.05856980341232682
-0.5373120205436506,-0.4403840239037298,-0.2060003075493435
-0.537127352720523,1.1043777787579032,-0.8047755921488408
-0.536626497087473,-1.2593764420377063,0.13394017759968194
-0.5365590062676511,-1.1712642183943702,0.061796440369520644
-0.5363820129026036,0.013217641308774095,-0.37505304496665237
-0.5362493254378302,-0.8576986430977276,-0.052664827086812305
-0.535550647535255,-0.9142708095185548,-0.013558420362332213
-0.5353652845021362,-0.9143805497910812,-0.004297112218334904
-0.5345580398834922,0.27643704396329627,-0.4726668999828682
-0.5342582741850544,-1.0998704974442748,0.08270421647180091
-0.5337682706653057,-0.44512341209322515,-0.1995455421097194
-0.5334530657322162,-0.15573926071931626,-0.3125532350941883
-0.5331925024193932,-1.309923761930113,0.1614955989865826
-0.5330832530825513,0.08608566584140204,-0.3824666692244703
-0.5317063476970162,-0.023231384386217323,-0.3399628091052324
-0.5316983123632637,-0.8245606859984419,-0.06006411489955024
-0.5308395007419058,0.4717771983083543,-0.5666548517671735
-0.5307176494640053,-0.06278836949279883,-0.35837449227799195
-0.5306987616057082,-1.5351711121791465,0.23255088963351608
-0.5302778689241631,-1.5693500862207255,0.2595534870499098
-0.5297119750901335,-0.4222162541939605,-0.20764601538881955
-0.5292417024021301,-1.4732364686510342,0.19685508655521758
